run,fit1,node1,fit2,node2
21,194474,22.9987_-17.9990_11.9993_-17.9990_16.9990,191533,19.9980_-14.9985_11.9988_-15.9984_14.9985
21,191533,19.9980_-14.9985_11.9988_-15.9984_14.9985,190951,19.9978_-13.9985_10.9988_-14.9984_15.9983
21,190951,19.9978_-13.9985_10.9988_-14.9984_15.9983,189461,17.9976_-14.9980_12.9983_-12.9983_13.9981
21,189461,17.9976_-14.9980_12.9983_-12.9983_13.9981,189214,18.9974_-13.9981_11.9983_-12.9982_13.9981
21,189214,18.9974_-13.9981_11.9983_-12.9982_13.9981,188276,16.9974_-11.9982_13.9978_-10.9983_15.9975
21,188276,16.9974_-11.9982_13.9978_-10.9983_15.9975,188041,16.9973_-12.9979_12.9980_-12.9979_13.9978
21,188041,16.9973_-12.9979_12.9980_-12.9979_13.9978,187571,14.9975_-10.9982_14.9975_-14.9975_12.9978
21,187571,14.9975_-10.9982_14.9975_-14.9975_12.9978,186709,13.9974_-10.9980_12.9976_-16.9969_11.9978
21,186709,13.9974_-10.9980_12.9976_-16.9969_11.9978,186491,13.9974_-9.9981_11.9977_-17.9966_11.9977
21,186491,13.9974_-9.9981_11.9977_-17.9966_11.9977,186491,13.9974_-9.9981_11.9978_-17.9966_11.9978
21,186491,13.9974_-9.9981_11.9978_-17.9966_11.9978,186018,13.9973_-9.9980_10.9978_-17.9965_11.9977
21,186018,13.9973_-9.9980_10.9978_-17.9965_11.9977,184957,12.9972_-9.9978_9.9978_-17.9961_11.9974
21,184957,12.9972_-9.9978_9.9978_-17.9961_11.9974,184035,12.9969_-8.9979_8.9979_-17.9958_11.9972
21,184035,12.9969_-8.9979_8.9979_-17.9958_11.9972,182923,17.9953_-12.9966_-1.9995_-15.9958_1.9995
21,182923,17.9953_-12.9966_-1.9995_-15.9958_1.9995,147666,3.9942_-4.9927_5.9913_-11.9825_-1.9971
21,147666,3.9942_-4.9927_5.9913_-11.9825_-1.9971,139491,4.9905_-4.9905_4.9905_-9.9811_-1.9962
21,139491,4.9905_-4.9905_4.9905_-9.9811_-1.9962,135174,-2.9935_2.9935_-1.9957_-10.9762_-3.9914
21,135174,-2.9935_2.9935_-1.9957_-10.9762_-3.9914,101482,1.9896_-2.9843_2.9843_-4.9738_-3.9791
21,101482,1.9896_-2.9843_2.9843_-4.9738_-3.9791,16462,0.0000_0.9175_-0.0000_-0.0000_-0.0000
21,16462,0.0000_0.9175_-0.0000_-0.0000_-0.0000,0,-0.0000_-0.0000_0.0000_-0.0000_0.0000
21,0,-0.0000_-0.0000_0.0000_-0.0000_0.0000,0,0.0000_0.0000_0.0000_0.0000_-0.0000
21,0,0.0000_0.0000_0.0000_0.0000_-0.0000,0,0.0000_0.0000_-0.0000_-0.0000_0.0000
21,0,0.0000_0.0000_-0.0000_-0.0000_0.0000,0,-0.0000_0.0000_0.0000_-0.0000_0.0000
21,0,-0.0000_0.0000_0.0000_-0.0000_0.0000,0,-0.0000_0.0000_0.0000_0.0000_0.0000
21,0,-0.0000_0.0000_0.0000_0.0000_0.0000,0,0.0000_-0.0000_-0.0000_0.0000_0.0000
22,193083,12.9990_-3.9998_24.9981_10.9991_21.9983,192770,11.9990_-1.9998_24.9980_10.9991_21.9982
22,192770,11.9990_-1.9998_24.9980_10.9991_21.9982,192383,11.9990_-1.9998_24.9978_10.9990_20.9982
22,192383,11.9990_-1.9998_24.9978_10.9990_20.9982,192135,10.9990_-0.9999_24.9977_10.9990_20.9981
22,192135,10.9990_-0.9999_24.9977_10.9990_20.9981,191639,10.9989_-0.9999_23.9976_10.9989_20.9979
22,191639,10.9989_-0.9999_23.9976_10.9989_20.9979,191248,8.9991_-1.9998_22.9976_8.9991_22.9977
22,191248,8.9991_-1.9998_22.9976_8.9991_22.9977,189110,6.9990_-1.9998_21.9969_8.9987_20.9970
22,189110,6.9990_-1.9998_21.9969_8.9987_20.9970,188989,6.9990_-2.9996_22.9967_7.9989_19.9972
22,188989,6.9990_-2.9996_22.9967_7.9989_19.9972,188488,6.9989_-3.9994_22.9965_7.9988_18.9971
22,188488,6.9989_-3.9994_22.9965_7.9988_18.9971,188325,7.9988_-3.9994_23.9963_7.9988_16.9974
22,188325,7.9988_-3.9994_23.9963_7.9988_16.9974,187677,8.9985_-2.9995_23.9960_6.9988_15.9974
22,187677,8.9985_-2.9995_23.9960_6.9988_15.9974,185891,8.9982_-2.9994_22.9954_7.9984_13.9972
22,185891,8.9982_-2.9994_22.9954_7.9984_13.9972,184887,7.9983_-2.9993_21.9952_8.9980_13.9969
22,184887,7.9983_-2.9993_21.9952_8.9980_13.9969,184310,7.9982_-2.9993_20.9952_9.9977_13.9968
22,184310,7.9982_-2.9993_20.9952_9.9977_13.9968,177213,3.9985_-0.9996_21.9914_4.9980_7.9969
22,177213,3.9985_-0.9996_21.9914_4.9980_7.9969,175060,5.9973_0.0000_19.9911_4.9978_8.9960
22,175060,5.9973_0.0000_19.9911_4.9978_8.9960,174916,6.9969_0.9995_19.9910_4.9977_7.9964
22,174916,6.9969_0.9995_19.9910_4.9977_7.9964,174524,7.9963_-0.0000_18.9912_4.9977_8.9958
22,174524,7.9963_-0.0000_18.9912_4.9977_8.9958,166993,7.9945_0.9993_15.9890_6.9952_5.9959
22,166993,7.9945_0.9993_15.9890_6.9952_5.9959,166171,8.9936_0.0000_14.9893_7.9943_4.9964
22,166171,8.9936_0.0000_14.9893_7.9943_4.9964,164592,7.9939_0.9992_14.9885_6.9947_5.9954
22,164592,7.9939_0.9992_14.9885_6.9947_5.9954,160091,8.9917_0.9991_12.9880_6.9935_4.9954
22,160091,8.9917_0.9991_12.9880_6.9935_4.9954,157592,7.9918_1.9980_11.9877_7.9918_4.9949
22,157592,7.9918_1.9980_11.9877_7.9918_4.9949,123883,3.9882_1.9941_8.9733_3.9882_-0.0000
22,123883,3.9882_1.9941_8.9733_3.9882_-0.0000,99779,3.9782_0.9946_2.9836_-2.9836_-4.9727
22,99779,3.9782_0.9946_2.9836_-2.9836_-4.9727,84516,1.9842_-0.0000_0.0000_-4.9601_-2.9762
22,84516,1.9842_-0.0000_0.0000_-4.9601_-2.9762,38858,0.9718_0.9718_-0.0000_-1.9427_-0.0000
22,38858,0.9718_0.9718_-0.0000_-1.9427_-0.0000,16462,-0.0000_0.0000_-0.0000_0.9175_0.0000
22,16462,-0.0000_0.0000_-0.0000_0.9175_0.0000,16462,0.0000_0.0000_-0.9175_-0.0000_-0.0000
22,16462,0.0000_0.0000_-0.9175_-0.0000_-0.0000,0,0.0000_0.0000_-0.0000_-0.0000_-0.0000
22,0,0.0000_0.0000_-0.0000_-0.0000_-0.0000,0,0.0000_-0.0000_-0.0000_0.0000_0.0000
22,0,0.0000_-0.0000_-0.0000_0.0000_0.0000,0,0.0000_-0.0000_-0.0000_-0.0000_0.0000
22,0,0.0000_-0.0000_-0.0000_-0.0000_0.0000,0,-0.0000_0.0000_-0.0000_-0.0000_-0.0000
22,0,-0.0000_0.0000_-0.0000_-0.0000_-0.0000,0,-0.0000_0.0000_0.0000_0.0000_-0.0000
22,0,-0.0000_0.0000_0.0000_0.0000_-0.0000,0,-0.0000_0.0000_0.0000_-0.0000_-0.0000
22,0,-0.0000_0.0000_0.0000_-0.0000_-0.0000,0,-0.0000_-0.0000_-0.0000_0.0000_0.0000
22,0,-0.0000_-0.0000_-0.0000_0.0000_0.0000,0,-0.0000_0.0000_-0.0000_-0.0000_-0.0000
23,194535,2.9998_-3.9998_-24.9986_-2.9998_30.9982,194317,3.9998_-3.9998_-23.9986_-3.9998_30.9982
23,194317,3.9998_-3.9998_-23.9986_-3.9998_30.9982,194067,3.9997_-3.9997_-22.9986_-4.9997_30.9981
23,194067,3.9997_-3.9997_-22.9986_-4.9997_30.9981,193818,4.9997_-3.9997_-21.9985_-4.9997_30.9980
23,193818,4.9997_-3.9997_-21.9985_-4.9997_30.9980,193253,4.9996_-4.9996_-22.9983_-3.9997_28.9978
23,193253,4.9996_-4.9996_-22.9983_-3.9997_28.9978,193197,4.9996_-4.9996_-22.9983_-2.9998_28.9978
23,193197,4.9996_-4.9996_-22.9983_-2.9998_28.9978,193197,3.9997_-4.9996_-21.9983_-1.9999_29.9977
23,193197,3.9997_-4.9996_-21.9983_-1.9999_29.9977,193197,3.9997_-4.9996_-21.9984_-1.9998_29.9978
23,193197,3.9997_-4.9996_-21.9984_-1.9998_29.9978,193197,3.9997_-4.9996_-21.9984_-1.9998_29.9977
23,193197,3.9997_-4.9996_-21.9984_-1.9998_29.9977,192665,3.9997_-3.9997_-21.9982_-2.9998_28.9976
23,192665,3.9997_-3.9997_-21.9982_-2.9998_28.9976,192566,3.9996_-4.9995_-23.9979_-3.0000_26.9978
23,192566,3.9996_-4.9995_-23.9979_-3.0000_26.9978,165553,0.9993_5.9956_-14.9890_4.9963_9.9927
23,165553,0.9993_5.9956_-14.9890_4.9963_9.9927,74045,-0.9898_2.9691_1.9795_-2.9691_1.9795
23,74045,-0.9898_2.9691_1.9795_-2.9691_1.9795,64224,-0.0000_2.9600_0.9868_-2.9600_-0.0000
23,64224,-0.0000_2.9600_0.9868_-2.9600_-0.0000,38858,0.9718_1.9427_-0.0000_0.0000_0.9718
23,38858,0.9718_1.9427_-0.0000_0.0000_0.9718,28143,0.0000_-0.9571_-0.9571_-0.0000_0.9571
23,28143,0.0000_-0.9571_-0.9571_-0.0000_0.9571,23168,-0.0000_-0.9454_-0.0000_-0.9454_0.0000
23,23168,-0.0000_-0.9454_-0.0000_-0.9454_0.0000,23168,-0.0000_-0.0000_0.9454_0.9454_0.0000
23,23168,-0.0000_-0.0000_0.9454_0.9454_0.0000,16462,-0.9175_-0.0000_-0.0000_-0.0000_0.0000
23,16462,-0.9175_-0.0000_-0.0000_-0.0000_0.0000,0,-0.0000_-0.0000_-0.0000_-0.0000_-0.0000
23,0,-0.0000_-0.0000_-0.0000_-0.0000_-0.0000,0,0.0000_0.0000_0.0000_-0.0000_0.0000
23,0,0.0000_0.0000_0.0000_-0.0000_0.0000,0,0.0000_0.0000_-0.0000_-0.0000_-0.0000
23,0,0.0000_0.0000_-0.0000_-0.0000_-0.0000,0,-0.0000_0.0000_-0.0000_-0.0000_0.0000
23,0,-0.0000_0.0000_-0.0000_-0.0000_0.0000,0,-0.0000_0.0000_0.0000_-0.0000_-0.0000
23,0,-0.0000_0.0000_0.0000_-0.0000_-0.0000,0,0.0000_0.0000_-0.0000_-0.0000_-0.0000
24,193732,21.9985_-20.9986_8.9994_12.9991_-17.9988,193301,20.9987_-19.9984_8.9993_13.9989_-17.9989
24,193301,20.9987_-19.9984_8.9993_13.9989_-17.9989,186531,17.9966_-6.9987_-1.9996_1.9996_-22.9957
24,186531,17.9966_-6.9987_-1.9996_1.9996_-22.9957,185323,16.9964_-4.9990_-2.9994_0.9998_-22.9952
24,185323,16.9964_-4.9990_-2.9994_0.9998_-22.9952,183908,16.9960_-3.9990_-1.9995_0.9998_-21.9948
24,183908,16.9960_-3.9990_-1.9995_0.9998_-21.9948,160581,8.9918_6.9937_-9.9909_-9.9909_0.0000
24,160581,8.9918_6.9937_-9.9909_-9.9909_0.0000,157262,10.9886_6.9928_-7.9917_-7.9917_-0.0000
24,157262,10.9886_6.9928_-7.9917_-7.9917_-0.0000,113020,1.9922_3.9843_2.9883_2.9882_6.9725
24,113020,1.9922_3.9843_2.9883_2.9882_6.9725,113020,1.9922_2.9882_2.9882_3.9843_6.9725
24,113020,1.9922_2.9882_2.9882_3.9843_6.9725,113020,1.9922_2.9882_2.9882_3.9843_6.9725
24,113020,1.9922_2.9882_2.9882_3.9843_6.9725,107662,2.9866_4.9775_0.0000_3.9820_4.9775
24,107662,2.9866_4.9775_0.0000_3.9820_4.9775,97392,2.9827_2.9827_-0.9942_0.9942_5.9651
24,97392,2.9827_2.9827_-0.9942_0.9942_5.9651,76161,3.9608_-1.9805_-0.0000_0.0000_2.9707
24,76161,3.9608_-1.9805_-0.0000_0.0000_2.9707,58176,-0.0000_-0.9844_-0.9844_2.9527_1.9687
24,58176,-0.0000_-0.9844_-0.9844_2.9527_1.9687,0,-0.0000_-0.0000_-0.0000_-0.0000_0.0000
24,0,-0.0000_-0.0000_-0.0000_-0.0000_0.0000,0,0.0000_-0.0000_0.0000_0.0000_-0.0000
24,0,0.0000_-0.0000_0.0000_0.0000_-0.0000,0,0.0000_-0.0000_0.0000_0.0000_-0.0000
24,0,0.0000_-0.0000_0.0000_0.0000_-0.0000,0,-0.0000_-0.0000_-0.0000_-0.0000_-0.0000
24,0,-0.0000_-0.0000_-0.0000_-0.0000_-0.0000,0,0.0000_-0.0000_0.0000_-0.0000_-0.0000
24,0,0.0000_-0.0000_0.0000_-0.0000_-0.0000,0,0.0000_-0.0000_-0.0000_-0.0000_-0.0000
24,0,0.0000_-0.0000_-0.0000_-0.0000_-0.0000,0,0.0000_0.0000_-0.0000_0.0000_-0.0000
24,0,0.0000_0.0000_-0.0000_0.0000_-0.0000,0,0.0000_-0.0000_0.0000_0.0000_0.0000
25,198475,-4.9999_-19.9998_30.9996_-30.9996_-24.9997,198329,-4.9999_-19.9997_29.9996_-30.9996_-23.9997
25,198329,-4.9999_-19.9997_29.9996_-30.9996_-23.9997,198291,-3.9999_-20.9997_28.9996_-30.9996_-23.9997
25,198291,-3.9999_-20.9997_28.9996_-30.9996_-23.9997,198225,-5.9999_-21.9997_28.9996_-29.9996_-22.9997
25,198225,-5.9999_-21.9997_28.9996_-29.9996_-22.9997,198041,-4.9999_-21.9997_28.9995_-28.9995_-21.9997
25,198041,-4.9999_-21.9997_28.9995_-28.9995_-21.9997,197840,-4.9999_-22.9996_27.9995_-27.9995_-20.9996
25,197840,-4.9999_-22.9996_27.9995_-27.9995_-20.9996,197764,-4.9999_-22.9996_26.9995_-28.9995_-19.9996
25,197764,-4.9999_-22.9996_26.9995_-28.9995_-19.9996,161812,2.9974_-7.9931_-9.9914_-12.9888_-0.9991
25,161812,2.9974_-7.9931_-9.9914_-12.9888_-0.9991,154086,1.9977_-10.9872_-8.9895_-6.9918_3.9954
25,154086,1.9977_-10.9872_-8.9895_-6.9918_3.9954,140879,1.9964_-8.9837_-6.9873_-5.9891_3.9927
25,140879,1.9964_-8.9837_-6.9873_-5.9891_3.9927,133282,2.9932_-8.9795_-3.9909_-5.9863_2.9932
25,133282,2.9932_-8.9795_-3.9909_-5.9863_2.9932,129161,1.9949_-8.9769_-2.9923_-3.9898_4.9872
25,129161,1.9949_-8.9769_-2.9923_-3.9898_4.9872,129161,1.9949_-8.9769_-3.9898_-2.9923_4.9872
25,129161,1.9949_-8.9769_-3.9898_-2.9923_4.9872,119546,1.9934_-7.9734_-3.9867_-1.9934_3.9868
25,119546,1.9934_-7.9734_-3.9867_-1.9934_3.9868,102580,-0.0000_-3.9796_-5.9694_-2.9848_-1.9899
25,102580,-0.0000_-3.9796_-5.9694_-2.9848_-1.9899,81013,-1.9827_-1.9828_-3.9653_-0.9914_-2.9741
25,81013,-1.9827_-1.9828_-3.9653_-0.9914_-2.9741,74045,-2.9691_-0.9898_-2.9691_-1.9795_-1.9795
25,74045,-2.9691_-0.9898_-2.9691_-1.9795_-1.9795,0,0.0000_-0.0000_-0.0000_-0.0000_0.0000
25,0,0.0000_-0.0000_-0.0000_-0.0000_0.0000,0,0.0000_0.0000_-0.0000_-0.0000_-0.0000
26,203164,4.0000_-20.9998_-27.9997_-32.7680_29.9997,202913,5.9999_-18.9997_-25.9996_-32.7680_28.9996
26,202913,5.9999_-18.9997_-25.9996_-32.7680_28.9996,202657,7.9999_-15.9997_-26.9996_-32.7680_25.9996
26,202657,7.9999_-15.9997_-26.9996_-32.7680_25.9996,198133,7.9999_-16.9997_-26.9996_-31.9995_24.9996
26,198133,7.9999_-16.9997_-26.9996_-31.9995_24.9996,198002,6.9999_-14.9997_-26.9996_-31.9995_24.9996
26,198002,6.9999_-14.9997_-26.9996_-31.9995_24.9996,197883,9.9998_-12.9998_-28.9995_-29.9995_23.9996
26,197883,9.9998_-12.9998_-28.9995_-29.9995_23.9996,197542,10.9998_-11.9998_-27.9994_-28.9994_22.9995
26,197542,10.9998_-11.9998_-27.9994_-28.9994_22.9995,197195,11.9997_-10.9997_-28.9993_-26.9993_20.9995
26,197195,11.9997_-10.9997_-28.9993_-26.9993_20.9995,196992,11.9997_-9.9997_-28.9992_-25.9993_20.9994
26,196992,11.9997_-9.9997_-28.9992_-25.9993_20.9994,196789,9.9997_-9.9997_-26.9992_-25.9993_22.9993
26,196789,9.9997_-9.9997_-26.9992_-25.9993_22.9993,196490,7.9997_-10.9996_-23.9992_-28.9991_20.9993
26,196490,7.9997_-10.9996_-23.9992_-28.9991_20.9993,196151,9.9996_-8.9997_-22.9992_-28.9990_19.9993
26,196151,9.9996_-8.9997_-22.9992_-28.9990_19.9993,195904,8.9996_-6.9997_-23.9991_-27.9989_19.9992
26,195904,8.9996_-6.9997_-23.9991_-27.9989_19.9992,195016,8.9995_-6.9996_-21.9989_-26.9986_18.9990
26,195016,8.9995_-6.9996_-21.9989_-26.9986_18.9990,194811,8.9995_-6.9996_-21.9988_-26.9986_17.9990
26,194811,8.9995_-6.9996_-21.9988_-26.9986_17.9990,194148,7.9995_-5.9996_-20.9987_-26.9983_16.9989
26,194148,7.9995_-5.9996_-20.9987_-26.9983_16.9989,193937,2.9998_-6.9996_-25.9983_-24.9984_12.9992
26,193937,2.9998_-6.9996_-25.9983_-24.9984_12.9992,192317,1.9998_-6.9994_-24.9978_-22.9980_10.9990
26,192317,1.9998_-6.9994_-24.9978_-22.9980_10.9990,191501,1.9998_-7.9992_-22.9977_-22.9977_10.9989
26,191501,1.9998_-7.9992_-22.9977_-22.9977_10.9989,166624,-2.9979_-11.9916_-11.9917_-9.9930_-1.9986
26,166624,-2.9979_-11.9916_-11.9917_-9.9930_-1.9986,163070,-2.9975_-11.9902_-9.9918_-9.9918_-1.9984
26,163070,-2.9975_-11.9902_-9.9918_-9.9918_-1.9984,157810,-2.9970_-9.9899_-10.9889_-7.9919_-2.9970
26,157810,-2.9970_-9.9899_-10.9889_-7.9919_-2.9970,155897,-3.9956_-8.9902_-10.9880_-7.9913_-1.9978
26,155897,-3.9956_-8.9902_-10.9880_-7.9913_-1.9978,151470,-3.9949_-7.9898_-8.9885_-8.9885_-2.9962
26,151470,-3.9949_-7.9898_-8.9885_-8.9885_-2.9962,150494,-4.9934_-6.9907_-7.9894_-8.9880_-4.9934
26,150494,-4.9934_-6.9907_-7.9894_-8.9880_-4.9934,127769,0.9973_-10.9707_-1.9947_-1.9947_0.0000
26,127769,0.9973_-10.9707_-1.9947_-1.9947_0.0000,99779,2.9837_-4.9727_-3.9782_-2.9836_-0.9946
26,99779,2.9837_-4.9727_-3.9782_-2.9836_-0.9946,89269,2.9788_0.0000_-4.9646_0.9930_2.9788
26,89269,2.9788_0.0000_-4.9646_0.9930_2.9788,76160,0.0000_0.0000_-4.9506_1.9805_0.0000
26,76160,0.0000_0.0000_-4.9506_1.9805_0.0000,62799,-0.0000_0.9863_-3.9441_0.9863_-0.0000
26,62799,-0.0000_0.9863_-3.9441_0.9863_-0.0000,62799,0.9863_0.0000_-3.9441_0.9863_0.0000
26,62799,0.9863_0.0000_-3.9441_0.9863_0.0000,61323,1.9713_1.9714_-1.9713_1.9713_-0.9857
26,61323,1.9713_1.9714_-1.9713_1.9713_-0.9857,16462,-0.9175_-0.0000_0.0000_-0.0000_-0.0000
26,16462,-0.9175_-0.0000_0.0000_-0.0000_-0.0000,0,0.0000_0.0000_0.0000_-0.0000_0.0000
26,0,0.0000_0.0000_0.0000_-0.0000_0.0000,0,0.0000_-0.0000_0.0000_0.0000_-0.0000
26,0,0.0000_-0.0000_0.0000_0.0000_-0.0000,0,-0.0000_0.0000_-0.0000_-0.0000_-0.0000
26,0,-0.0000_0.0000_-0.0000_-0.0000_-0.0000,0,0.0000_0.0000_-0.0000_-0.0000_-0.0000
26,0,0.0000_0.0000_-0.0000_-0.0000_-0.0000,0,-0.0000_0.0000_-0.0000_-0.0000_0.0000
26,0,-0.0000_0.0000_-0.0000_-0.0000_0.0000,0,-0.0000_0.0000_-0.0000_0.0000_0.0000
26,0,-0.0000_0.0000_-0.0000_0.0000_0.0000,0,-0.0000_-0.0000_-0.0000_0.0000_0.0000
26,0,-0.0000_-0.0000_-0.0000_0.0000_0.0000,0,0.0000_0.0000_0.0000_-0.0000_0.0000
26,0,0.0000_0.0000_0.0000_-0.0000_0.0000,0,-0.0000_-0.0000_0.0000_0.0000_0.0000
27,197153,22.9994_8.9998_-27.9993_-28.9993_4.9999,197123,21.9994_9.9997_-26.9993_-29.9992_5.9999
27,197123,21.9994_9.9997_-26.9993_-29.9992_5.9999,197085,22.9994_8.9998_-25.9993_-29.9992_6.9998
27,197085,22.9994_8.9998_-25.9993_-29.9992_6.9998,196726,21.9994_7.9998_-25.9992_-28.9991_6.9998
27,196726,21.9994_7.9998_-25.9992_-28.9991_6.9998,195845,20.9992_6.9997_-23.9990_-26.9989_8.9996
27,195845,20.9992_6.9997_-23.9990_-26.9989_8.9996,194917,19.9990_5.9997_-23.9988_-24.9987_6.9996
27,194917,19.9990_5.9997_-23.9988_-24.9987_6.9996,194033,13.9991_31.9980_-11.9992_2.9998_12.9992
27,194033,13.9991_31.9980_-11.9992_2.9998_12.9992,193577,17.9988_26.9981_-13.9990_1.9999_14.9990
27,193577,17.9988_26.9981_-13.9990_1.9999_14.9990,193165,17.9986_25.9980_-13.9989_1.9998_14.9989
27,193165,17.9986_25.9980_-13.9989_1.9998_14.9989,192925,17.9986_27.9978_-11.9991_0.0000_11.9991
27,192925,17.9986_27.9978_-11.9991_0.0000_11.9991,191877,16.9984_26.9974_-11.9990_-0.0000_10.9990
27,191877,16.9984_26.9974_-11.9990_-0.0000_10.9990,191565,16.9983_25.9974_-11.9988_-0.0000_11.9988
27,191565,16.9983_25.9974_-11.9988_-0.0000_11.9988,168547,3.9975_18.9879_-4.9968_-4.9968_-0.9994
27,168547,3.9975_18.9879_-4.9968_-4.9968_-0.9994,165942,2.9978_17.9871_-4.9964_-4.9964_-2.9978
27,165942,2.9978_17.9871_-4.9964_-4.9964_-2.9978,85348,0.0000_4.9609_-2.9767_-0.9922_1.9845
27,85348,0.0000_4.9609_-2.9767_-0.9922_1.9845,48838,-0.0000_-0.0000_-2.9374_-0.9796_-0.0000
27,48838,-0.0000_-0.0000_-2.9374_-0.9796_-0.0000,28143,0.9571_0.0000_-0.9571_-0.0000_0.9571
27,28143,0.9571_0.0000_-0.9571_-0.0000_0.9571,16462,-0.0000_-0.0000_0.0000_-0.9175_0.0000
27,16462,-0.0000_-0.0000_0.0000_-0.9175_0.0000,0,0.0000_-0.0000_-0.0000_-0.0000_0.0000
27,0,0.0000_-0.0000_-0.0000_-0.0000_0.0000,0,-0.0000_-0.0000_-0.0000_0.0000_-0.0000
27,0,-0.0000_-0.0000_-0.0000_0.0000_-0.0000,0,0.0000_-0.0000_0.0000_0.0000_-0.0000
27,0,0.0000_-0.0000_0.0000_0.0000_-0.0000,0,-0.0000_-0.0000_0.0000_0.0000_0.0000
28,191293,-0.9999_-18.9980_28.9970_2.9997_3.9996,190725,-1.9998_-16.9981_28.9967_2.9997_5.9993
28,190725,-1.9998_-16.9981_28.9967_2.9997_5.9993,189155,-3.9994_-14.9979_27.9961_0.9999_5.9992
28,189155,-3.9994_-14.9979_27.9961_0.9999_5.9992,188616,-3.9994_-15.9976_26.9960_0.9999_4.9993
28,188616,-3.9994_-15.9976_26.9960_0.9999_4.9993,38858,0.9717_0.0001_0.9718_-0.0000_1.9427
28,38858,0.9717_0.0001_0.9718_-0.0000_1.9427,38858,0.9718_-0.9718_1.9427_-0.0000_0.0000
28,38858,0.9718_-0.9718_1.9427_-0.0000_0.0000,32228,-0.9639_-0.9639_0.0000_0.9639_-0.9639
28,32228,-0.9639_-0.9639_0.0000_0.9639_-0.9639,16462,-0.9175_-0.0000_-0.0000_0.0000_-0.0000
28,16462,-0.9175_-0.0000_-0.0000_0.0000_-0.0000,0,-0.0000_0.0000_0.0000_-0.0000_-0.0000
28,0,-0.0000_0.0000_0.0000_-0.0000_-0.0000,0,0.0000_0.0000_0.0000_-0.0000_-0.0000
28,0,0.0000_0.0000_0.0000_-0.0000_-0.0000,0,-0.0000_-0.0000_0.0000_-0.0000_0.0000
28,0,-0.0000_-0.0000_0.0000_-0.0000_0.0000,0,0.0000_0.0000_-0.0000_0.0000_0.0000
28,0,0.0000_0.0000_-0.0000_0.0000_0.0000,0,-0.0000_-0.0000_0.0000_-0.0000_-0.0000
28,0,-0.0000_-0.0000_0.0000_-0.0000_-0.0000,0,0.0000_0.0000_0.0000_0.0000_-0.0000
28,0,0.0000_0.0000_0.0000_0.0000_-0.0000,0,-0.0000_0.0000_0.0000_0.0000_-0.0000
29,197746,-26.9995_9.9998_-12.9998_-28.9995_-25.9995,197621,-24.9995_11.9998_-12.9998_-28.9994_-25.9995
29,197621,-24.9995_11.9998_-12.9998_-28.9994_-25.9995,197560,-23.9995_12.9997_-12.9997_-27.9994_-26.9994
29,197560,-23.9995_12.9997_-12.9997_-27.9994_-26.9994,196274,-27.9990_14.9995_-17.9994_-18.9993_-16.9994
29,196274,-27.9990_14.9995_-17.9994_-18.9993_-16.9994,195938,-28.9989_15.9994_-15.9994_-16.9993_-15.9994
29,195938,-28.9989_15.9994_-15.9994_-16.9993_-15.9994,195669,-28.9988_14.9994_-15.9993_-16.9993_-14.9994
29,195669,-28.9988_14.9994_-15.9993_-16.9993_-14.9994,195332,-14.9993_22.9989_-18.9991_-22.9989_-10.9995
29,195332,-14.9993_22.9989_-18.9991_-22.9989_-10.9995,194380,-16.9990_20.9988_-17.9989_-20.9988_-9.9994
29,194380,-16.9990_20.9988_-17.9989_-20.9988_-9.9994,194141,-15.9990_19.9988_-18.9988_-20.9987_-9.9994
29,194141,-15.9990_19.9988_-18.9988_-20.9987_-9.9994,194114,-14.9991_19.9988_-17.9989_-21.9986_-10.9993
29,194114,-14.9991_19.9988_-17.9989_-21.9986_-10.9993,193181,-15.9988_18.9986_-16.9987_-19.9985_-10.9992
29,193181,-15.9988_18.9986_-16.9987_-19.9985_-10.9992,192493,-14.9987_18.9984_-15.9986_-18.9984_-11.9990
29,192493,-14.9987_18.9984_-15.9986_-18.9984_-11.9990,191775,-14.9986_17.9983_-15.9985_-17.9983_-11.9988
29,191775,-14.9986_17.9983_-15.9985_-17.9983_-11.9988,190785,-16.9981_14.9983_-14.9983_-17.9980_-10.9988
29,190785,-16.9981_14.9983_-14.9983_-17.9980_-10.9988,190353,-16.9980_14.9982_-14.9982_-16.9980_-10.9987
29,190353,-16.9980_14.9982_-14.9982_-16.9980_-10.9987,190353,-16.9980_13.9983_-13.9983_-17.9979_-11.9986
29,190353,-16.9980_13.9983_-13.9983_-17.9979_-11.9986,189907,-16.9979_12.9984_-13.9982_-18.9976_-9.9987
29,189907,-16.9979_12.9984_-13.9982_-18.9976_-9.9987,189825,-16.9978_12.9983_-12.9983_-18.9976_-10.9986
29,189825,-16.9978_12.9983_-12.9983_-18.9976_-10.9986,188898,-14.9978_12.9981_-12.9981_-18.9973_-10.9985
29,188898,-14.9978_12.9981_-12.9981_-18.9973_-10.9985,188601,-14.9978_11.9982_-13.9979_-18.9972_-9.9985
29,188601,-14.9978_11.9982_-13.9979_-18.9972_-9.9985,188210,-12.9980_12.9980_-13.9978_-17.9972_-11.9981
29,188210,-12.9980_12.9980_-13.9978_-17.9972_-11.9981,187818,-12.9979_12.9979_-13.9977_-17.9971_-10.9982
29,187818,-12.9979_12.9979_-13.9977_-17.9971_-10.9982,186941,-14.9971_9.9982_-13.9975_-16.9970_-10.9981
